country,year,indicator,sales_value,gdp_per_capita,unit,sector_type,gdp_lag1,gdp_log,sales_log,sales_zscore,gdp_zscore,sales_growth,gdp_growth
AT,2018,G47,67.11666666666666,331887.9,CLV10_MEUR,Total retail,323842.9,5.520991419148517,1.8268303792237879,-0.49595742152026967,-0.3163231550796014,-0.12580049929447534,0.02484229235842439
AT,2019,G47,68.14999999999999,337712.4,CLV10_MEUR,Total retail,331887.9,5.528547007193621,1.8334658601706924,-0.45496630573007607,0.16697092979736844,0.015396076483734866,0.017549600331919324
AT,2020,G47,101.15,316374.9,CLV10_MEUR,Total retail,337712.4,5.500202020894228,2.0049658871068234,0.8541048114406254,-1.6035308362018321,0.48422597212032303,-0.06318245939444334
AT,2021,G47,71.60000000000001,331950.3,CLV10_MEUR,Total retail,316374.9,5.521073065476645,1.8549130223078556,-0.3181088707531385,-0.31114544868483685,-0.2921403855659911,0.0492308334194651
AT,2022,G47,88.9,349646.5,CLV10_MEUR,Total retail,331950.3,5.543629185262389,1.9489017609702137,0.3681617452181683,1.15721557540304,0.2416201117318435,0.05330978763989669
AT,2023,G47,70.06666666666666,346897.4,CLV10_MEUR,Total retail,349646.5,5.540201044812124,1.845511456972561,-0.37893439740955537,0.9291060778092094,-0.21184851893513323,-0.007862512566263247
AT,2024,G47,53.1,344611.1,CLV10_MEUR,Total retail,346897.4,5.537329262058936,1.725094521081469,-1.0519820728033802,0.7393979026432315,-0.24215033301617506,-0.006590709529676664
AT,2025,G47,54.4,346733.0,CLV10_MEUR,Total retail,344611.1,5.539995177208393,1.73559889969818,-1.0004126045512012,0.9154648128845317,0.024482109227871973,0.006157375662014353
AT,2021,G476,100.1,331950.3,CLV10_MEUR,Discretionary,346733.0,5.521073065476645,2.000434077479319,0.7225123409514238,-0.31114544868483685,,-0.0426342459471698
AT,2022,G476,59.55,349646.5,CLV10_MEUR,Discretionary,331950.3,5.543629185262389,1.7748817658187963,-0.7163270732738769,1.15721557540304,-0.4050949050949051,0.05330978763989669
AT,2023,G476,72.33333333333333,346897.4,CLV10_MEUR,Discretionary,349646.5,5.540201044812124,1.859338479128867,-0.26273486994021245,0.9291060778092094,0.21466554715925001,-0.007862512566263247
AT,2024,G476,106.4,344611.1,CLV10_MEUR,Discretionary,346897.4,5.537329262058936,2.0269416279590295,0.9460558257755769,0.7393979026432315,0.4709677419354841,-0.006590709529676664
AT,2025,G476,104.65,346733.0,CLV10_MEUR,Discretionary,344611.1,5.539995177208393,2.0197392326747052,0.8839604133244234,0.9154648128845317,-0.016447368421052655,0.006157375662014353
AT,2016,G47_NF_HLTH,73.9375,316647.9,CLV10_MEUR,Essential-ish,346733.0,5.500576612144054,1.8688647619720056,-0.1957017681191508,-1.5808783707247247,,-0.08676733971095907
AT,2017,G47_NF_HLTH,77.1375,323842.9,CLV10_MEUR,Essential-ish,316647.9,5.510334379930524,1.8872655594224428,-0.0658031457248968,-0.9838655901101143,0.04327979712595109,0.022722399232712354
AT,2018,G47_NF_HLTH,67.25,331887.9,CLV10_MEUR,Essential-ish,323842.9,5.520991419148517,1.8276922886744456,-0.4671695922633923,-0.3163231550796014,-0.1281801976989143,0.02484229235842439
AT,2019,G47_NF_HLTH,67.60000000000001,337712.4,CLV10_MEUR,Essential-ish,331887.9,5.528547007193621,1.829946695941636,-0.45296193043902044,0.16697092979736844,0.005204460966542923,0.017549600331919324
AT,2020,G47_NF_HLTH,80.1,316374.9,CLV10_MEUR,Essential-ish,337712.4,5.500202020894228,1.9036325160842376,0.054454563288533195,-1.6035308362018321,0.18491124260354996,-0.06318245939444334
AT,2021,G47_NF_HLTH,77.45,331950.3,CLV10_MEUR,Essential-ish,316374.9,5.521073065476645,1.8890214220952248,-0.05311773338170794,-0.31114544868483685,-0.033083645443195864,0.0492308334194651
AT,2022,G47_NF_HLTH,76.76666666666667,349646.5,CLV10_MEUR,Essential-ish,331950.3,5.543629185262389,1.8851726832445688,-0.08085650170548106,1.15721557540304,-0.008822896492360677,0.05330978763989669
AT,2023,G47_NF_HLTH,69.06666666666666,346897.4,CLV10_MEUR,Essential-ish,349646.5,5.540201044812124,1.8392684963535328,-0.39342506184165454,0.9291060778092094,-0.10030395136778114,-0.007862512566263247
BA,2016,G47,62.71666666666667,14474.8,CLV10_MEUR,Total retail,,4.160612571743415,1.7973829679362208,-0.6705002371430294,-1.3731694949913535,,
BA,2017,G47,66.1,14944.3,CLV10_MEUR,Total retail,14474.8,4.174475577236983,1.8202014594856402,-0.5362873902815892,-1.0102926797037353,0.05394631942598971,0.03243568132202168
BA,2018,G47,73.75,15516.6,CLV10_MEUR,Total retail,14944.3,4.190796564666808,1.8677620246502007,-0.23282090402838101,-0.567961686329711,0.11573373676248111,0.03829553742898639
BA,2019,G47,75.55,15964.3,CLV10_MEUR,Total retail,15516.6,4.203149880419952,1.878234468675044,-0.16141702490997928,-0.2219341033600277,0.02440677966101701,0.028852970367219566
BA,2020,G47,100.55,15483.0,CLV10_MEUR,Total retail,15964.3,4.189855113789614,2.0023820749327608,0.8303035184011579,-0.5939311453151511,0.33090668431502324,-0.030148518882757158
BA,2021,G47,84.61666666666666,16627.5,CLV10_MEUR,Total retail,15483.0,4.220826956506188,1.9274559130209614,0.19824695879752632,0.2906535513763913,-0.1584617934692525,0.07391978298779311
BA,2022,G47,98.06666666666666,17330.3,CLV10_MEUR,Total retail,16627.5,4.238806080729893,1.9915214136718489,0.7317926110989182,0.8338480684885061,0.15895213708883205,0.042267328221319955
BA,2023,G47,107.08333333333331,17675.9,CLV10_MEUR,Total retail,17330.3,4.247381535910677,2.0297218816196883,1.089473153719801,1.100962503767317,0.09194425560842956,0.01994195137995325
BA,2024,G47,73.0,18246.3,CLV10_MEUR,Total retail,17675.9,4.2611748111215215,1.863322860120456,-0.26257252032771516,1.541824986067757,-0.31828793774319053,0.0322699268495521
BE,2016,G47,84.82857142857142,388931.6,CLV10_MEUR,Total retail,,5.589873230234371,1.928542153245769,0.20665297102178262,-1.2802650270827363,,
BE,2017,G47,75.375,394666.3,CLV10_MEUR,Total retail,388931.6,5.596230044184002,1.8772273251482077,-0.16835906871315712,-1.02289480962679,-0.11144324688447282,0.014744752033519548
BE,2018,G47,64.75,402078.0,CLV10_MEUR,Total retail,394666.3,5.604310311003962,1.8112397727532894,-0.5898402996203904,-0.6902617441275948,-0.14096185737976785,0.018779662717592016
BE,2019,G47,65.9,411900.3,CLV10_MEUR,Total retail,402078.0,5.614792108266923,1.8188854145940099,-0.5442211546280779,-0.24944226151864715,0.01776061776061777,0.024428842164953002
BE,2020,G47,67.58333333333333,392158.0,CLV10_MEUR,Total retail,411900.3,5.593461079018216,1.829839608163531,-0.477445304711795,-1.1354659496070412,0.025543753161355376,-0.04792980243034539
BE,2021,G47,72.83333333333333,416685.4,CLV10_MEUR,Total retail,392158.0,5.6198082837293715,1.862330186586778,-0.26918399061645626,-0.0346895756678695,0.07768187422934658,0.06254468862040308
BE,2022,G47,86.0,433455.3,CLV10_MEUR,Total retail,416685.4,5.636944317580889,1.9344984512435677,0.2531221621940762,0.7179344168190006,0.18077803203661325,0.04024595054206359
BE,2023,G47,85.38,440222.7,CLV10_MEUR,Total retail,433455.3,5.6436724331072865,1.931356150467928,0.22852749271995978,1.0216516486901313,-0.007209302325581479,0.01561268255342596
BE,2024,G47,66.8,445055.2,CLV10_MEUR,Total retail,440222.7,5.64841387967454,1.8247764624755456,-0.5085192150688772,1.23853162076467,-0.21761536659639258,0.010977398484903311
BE,2025,G47,51.3,449430.7,CLV10_MEUR,Total retail,445055.2,5.652662735161904,1.7101173651118162,-1.1233859519217824,1.43490168135694,-0.23203592814371254,0.009831364738576154
BE,2016,G476,93.825,388931.6,CLV10_MEUR,Discretionary,449430.7,5.589873230234371,1.97231857308512,0.49985593344800205,-1.2802650270827363,,-0.13461274452323801
BE,2017,G476,66.58333333333333,394666.3,CLV10_MEUR,Discretionary,388931.6,5.596230044184002,1.8233655332663665,-0.4667626537082884,-1.02289480962679,-0.2903455013766765,0.014744752033519548
BE,2018,G476,78.53999999999999,402078.0,CLV10_MEUR,Discretionary,394666.3,5.604310311003962,1.8950908969343994,-0.042503140446788,-0.6902617441275948,0.17957446808510635,0.018779662717592016
BE,2019,G476,66.53333333333333,411900.3,CLV10_MEUR,Discretionary,402078.0,5.614792108266923,1.8230392822316899,-0.4685368083497498,-0.24944226151864715,-0.15287327052032929,0.024428842164953002
BE,2020,G476,95.85,392158.0,CLV10_MEUR,Discretionary,411900.3,5.593461079018216,1.9815921172140813,0.5717091964271938,-1.1354659496070412,0.44063126252505014,-0.04792980243034539
BE,2021,G476,72.83333333333333,416685.4,CLV10_MEUR,Discretionary,392158.0,5.6198082837293715,1.862330186586778,-0.24499332352559716,-0.0346895756678695,-0.24013215093027296,0.06254468862040308
BE,2022,G476,82.28,433455.3,CLV10_MEUR,Discretionary,416685.4,5.636944317580889,1.9152942830226865,0.09020362673453476,0.7179344168190006,0.1297025171624715,0.04024595054206359
BE,2023,G476,81.03999999999999,440222.7,CLV10_MEUR,Discretionary,433455.3,5.6436724331072865,1.908699432352224,0.046204591626288496,1.0216516486901313,-0.015070491006319964,0.01561268255342596
BE,2024,G476,63.6,445055.2,CLV10_MEUR,Discretionary,440222.7,5.64841387967454,1.8034571156484138,-0.5726205473154928,1.23853162076467,-0.21520236920039482,0.010977398484903311
BE,2025,G476,51.375,449430.7,CLV10_MEUR,Discretionary,445055.2,5.652662735161904,1.7107518348841255,-1.006401357152837,1.43490168135694,-0.19221698113207553,0.009831364738576154
BE,2016,G47_NF_HLTH,79.0375,388931.6,CLV10_MEUR,Essential-ish,449430.7,5.589873230234371,1.8978331948212745,0.011324161321691091,-1.2802650270827363,,-0.13461274452323801
BE,2017,G47_NF_HLTH,89.32857142857142,394666.3,CLV10_MEUR,Essential-ish,388931.6,5.596230044184002,1.9509903886664117,0.4290729118005332,-1.02289480962679,0.13020492081064594,0.014744752033519548
BE,2018,G47_NF_HLTH,66.98333333333333,402078.0,CLV10_MEUR,Essential-ish,394666.3,5.604310311003962,1.8259667558083912,-0.4779944774629134,-0.6902617441275948,-0.25014659630044234,0.018779662717592016
BE,2019,G47_NF_HLTH,67.64999999999999,411900.3,CLV10_MEUR,Essential-ish,402078.0,5.614792108266923,1.8302678009336417,-0.4509322644641109,-0.24944226151864715,0.009952724558347725,0.024428842164953002
BE,2020,G47_NF_HLTH,80.46000000000001,392158.0,CLV10_MEUR,Essential-ish,411900.3,5.593461079018216,1.9055800282352426,0.06906815830788732,-1.1354659496070412,0.189356984478936,-0.04792980243034539
BE,2021,G47_NF_HLTH,72.85000000000001,416685.4,CLV10_MEUR,Essential-ish,392158.0,5.6198082837293715,1.862429556106009,-0.23984700307344767,-0.0346895756678695,-0.09458115833954761,0.06254468862040308
BE,2022,G47_NF_HLTH,74.25,433455.3,CLV10_MEUR,Essential-ish,416685.4,5.636944317580889,1.87069645798925,-0.18301635577596193,0.7179344168190006,0.01921757035003413,0.04024595054206359
BE,2023,G47_NF_HLTH,77.78333333333333,440222.7,CLV10_MEUR,Essential-ish,433455.3,5.6436724331072865,1.8908865505015122,-0.03958662688230669,1.0216516486901313,0.047586980920314215,0.01561268255342596
BE,2024,G47_NF_HLTH,57.925,445055.2,CLV10_MEUR,Essential-ish,440222.7,5.64841387967454,1.762866042462013,-0.8457022965841479,1.23853162076467,-0.25530319262909795,0.010977398484903311
BE,2025,G47_NF_HLTH,61.275,449430.7,CLV10_MEUR,Essential-ish,445055.2,5.652662735161904,1.7872833199241156,-0.7097146762651633,1.43490168135694,0.05783340526542946,0.009831364738576154
BG,2016,G47,81.1875,42121.4,CLV10_MEUR,Total retail,,4.624502797512742,1.9094891684171031,0.06221595760668227,-1.174663681978186,,
BG,2017,G47,86.175,43278.0,CLV10_MEUR,Total retail,42121.4,4.63626718257371,1.935381292079985,0.260064205997254,-0.8637573416206584,0.06143187066974587,0.027458726443090553
BG,2018,G47,68.08333333333333,44286.5,CLV10_MEUR,Total retail,43278.0,4.6462713589763425,1.8330408104847906,-0.4576108938455723,-0.592661851174033,-0.20994101150759115,0.02330283284809842
BG,2019,G47,73.16666666666667,45966.4,CLV10_MEUR,Total retail,44286.5,4.662440491974002,1.8643132698584777,-0.255961050038974,-0.14108692365664438,0.0746634026927786,0.03793255280954688
BG,2020,G47,73.13333333333334,44526.2,CLV10_MEUR,Total retail,45966.4,4.648615632713733,1.86411536851903,-0.25728334409672216,-0.5282279502716479,-0.0004555808656035998,-0.03133158132897085
BG,2021,G47,85.69999999999999,48011.7,CLV10_MEUR,Total retail,44526.2,4.681347083756047,1.932980821923198,0.24122151567434208,0.4087113972263321,0.1718322698268,0.07827975439179635
BG,2022,G47,97.15,49972.5,CLV10_MEUR,Total retail,48011.7,4.698731076659836,1.9874428049358013,0.6954295245108435,0.9357952223802676,0.13360560093348917,0.040840045238973
BG,2023,G47,99.76666666666668,50812.8,CLV10_MEUR,Total retail,49972.5,4.705973127030837,1.998985462120529,0.7992296080440762,1.1616767698490829,0.026934294047006313,0.016815248386612636
BG,2024,G47,68.5,52533.9,CLV10_MEUR,Total retail,50812.8,4.720439643057207,1.8356905714924256,-0.44108221812371984,1.6243266941006311,-0.31339792849983306,0.03387138673720003
BG,2025,G47,73.275,54160.5,CLV10_MEUR,Total retail,52533.9,4.733682665024182,1.8649558271104731,-0.25166359435129243,2.0615740166196996,0.06970802919708041,0.03096286397925918
BG,2016,G47_NF_HLTH,87.8125,42121.4,CLV10_MEUR,Essential-ish,54160.5,4.624502797512742,1.943556341585174,0.3675305399184344,-1.174663681978186,,-0.22228561405452307
BG,2017,G47_NF_HLTH,92.2125,43278.0,CLV10_MEUR,Essential-ish,42121.4,4.63626718257371,1.964789796466436,0.5461411457105336,-0.8637573416206584,0.05010676156583638,0.027458726443090553
BG,2018,G47_NF_HLTH,65.7,44286.5,CLV10_MEUR,Essential-ish,43278.0,4.6462713589763425,1.8175653695597809,-0.5300892374856089,-0.592661851174033,-0.28751525010166734,0.02330283284809842
BG,2019,G47_NF_HLTH,84.2,45966.4,CLV10_MEUR,Essential-ish,44286.5,4.662440491974002,1.9253120914996495,0.22088717323117132,-0.14108692365664438,0.28158295281582957,0.03793255280954688
BG,2020,G47_NF_HLTH,81.96666666666667,44526.2,CLV10_MEUR,Essential-ish,45966.4,4.648615632713733,1.9136372740190548,0.1302287596851816,-0.5282279502716479,-0.026524148851939877,-0.03133158132897085
BG,2021,G47_NF_HLTH,99.13333333333333,48011.7,CLV10_MEUR,Essential-ish,44526.2,4.681347083756047,1.996219709466273,0.8270807444043556,0.4087113972263321,0.20943472956486375,0.07827975439179635
CH,2016,G47,96.46666666666664,510306.7,CLV10_MEUR,Total retail,,5.707831270377944,1.9843772720633561,0.6683224963270046,-1.3898291189719583,,
CH,2017,G47,73.55,517554.8,CLV10_MEUR,Total retail,510306.7,5.713956340752332,1.866582677063549,-0.24075466837487022,-1.1672289735887293,-0.23756046993780222,0.01420341923788171
CH,2018,G47,65.36666666666666,534776.1,CLV10_MEUR,Total retail,517554.8,5.728171989708018,1.8153563389481215,-0.5653778595520492,-0.6383367282157063,-0.11126217992295495,0.03327435085134933
CH,2019,G47,66.01666666666667,540740.6,CLV10_MEUR,Total retail,534776.1,5.732988978589885,1.8196535920206494,-0.5395931254259595,-0.45515788587933226,0.00994390617032126,0.011153265824706882
CH,2020,G47,66.66666666666667,528545.5,CLV10_MEUR,Total retail,540740.6,5.723082379625209,1.8239087409443189,-0.5138083912998697,-0.8296879051896366,0.009845998485231044,-0.022552588061632517
CH,2021,G47,70.7,561189.6,CLV10_MEUR,Total retail,528545.5,5.749109614058989,1.8494194137968993,-0.35381081031233963,0.17286192247619003,0.0605,0.061762137791353755
CH,2022,G47,84.02000000000001,581023.8,CLV10_MEUR,Total retail,561189.6,5.764193922402327,1.9243826772019732,0.1745778951638345,0.7820002902636194,0.1884016973125886,0.0353431353681537
CH,2023,G47,83.14,585820.5,CLV10_MEUR,Total retail,581023.8,5.767764565162415,1.919810020170196,0.1396693320392821,0.929314223206008,-0.010473696738871774,0.008255599856666684
CH,2024,G47,50.575,593965.3,CLV10_MEUR,Total retail,585820.5,5.773761073838575,1.7039358914428424,-1.152145847677805,1.1794533857613452,-0.39168871782535475,0.01390323486460443
CH,2025,G47,51.6,601687.4,CLV10_MEUR,Total retail,593965.3,5.779370916979826,1.7126497016272113,-1.1114853054020484,1.416610790138193,0.02026693030153237,0.01300092783197937
CH,2016,G476,95.45,510306.7,CLV10_MEUR,Discretionary,601687.4,5.707831270377944,1.9797759327296856,0.5575159592955018,-1.3898291189719583,,-0.1518740462240027
CH,2017,G476,97.75,517554.8,CLV10_MEUR,Discretionary,510306.7,5.713956340752332,1.9901167660679044,0.6391270728027321,-1.1672289735887293,0.024096385542168752,0.01420341923788171
CH,2018,G476,96.8,534776.1,CLV10_MEUR,Discretionary,517554.8,5.728171989708018,1.9858753573083936,0.6054181346149629,-0.6383367282157063,-0.009718670076726332,0.03327435085134933
CH,2019,G476,76.92,540740.6,CLV10_MEUR,Discretionary,534776.1,5.732988978589885,1.8860392755664424,-0.09998575083014122,-0.45515788587933226,-0.20537190082644619,0.011153265824706882
CH,2020,G476,90.85,528545.5,CLV10_MEUR,Discretionary,540740.6,5.723082379625209,1.9583249316440532,0.39429373228104075,-0.8296879051896366,0.18109724388975557,-0.022552588061632517
CH,2021,G476,66.06666666666666,561189.6,CLV10_MEUR,Discretionary,528545.5,5.749109614058989,1.8199823954295942,-0.48509558500339084,0.17286192247619003,-0.27279398275545774,0.061762137791353755
CH,2022,G476,71.31666666666666,581023.8,CLV10_MEUR,Discretionary,561189.6,5.764193922402327,1.853191036100289,-0.2988093476499302,0.7820002902636194,0.07946518668012104,0.0353431353681537
CH,2023,G476,101.55,585820.5,CLV10_MEUR,Discretionary,581023.8,5.767764565162415,2.0066799277408256,0.7739628255538082,0.929314223206008,0.4239308249591027,0.008255599856666684
CH,2024,G476,104.2,593965.3,CLV10_MEUR,Discretionary,585820.5,5.773761073838575,2.0178677189635055,0.8679930215512696,1.1794533857613452,0.02609551944854749,0.01390323486460443
CH,2025,G476,54.475,601687.4,CLV10_MEUR,Discretionary,593965.3,5.779370916979826,1.7361972389182931,-0.896403769382222,1.416610790138193,-0.4772072936660269,0.01300092783197937
CY,2016,G47,70.4875,19081.4,CLV10_MEUR,Total retail,,4.280610235670447,1.8481121075964095,-0.3622404349304845,-1.3848859110341338,,
CY,2017,G47,75.075,20178.7,CLV10_MEUR,Total retail,19081.4,4.304893183654483,1.8754953408710187,-0.18025971523289064,-1.0907079080185202,0.0650824614293315,0.05750626264320213
CY,2018,G47,70.78333333333333,21444.3,CLV10_MEUR,Total retail,20178.7,4.331311874258978,1.849931010607036,-0.35050507516796936,-0.75140992149108,-0.057165057165057265,0.0627196003706878
CY,2019,G47,72.06666666666668,22704.3,CLV10_MEUR,Total retail,21444.3,4.356108116638936,1.8577344348976292,-0.29959675394466384,-0.41361325348809685,0.018130445020014374,0.05875687245561756
CY,2020,G47,104.075,21973.0,CLV10_MEUR,Total retail,22704.3,4.341889355714299,2.017346419558815,0.9701361150080284,-0.6096693672266534,0.44414893617021267,-0.032209757623005264
CY,2021,G47,78.48333333333333,24477.4,CLV10_MEUR,Total retail,21973.0,4.388765284975931,1.8947774400590789,-0.045055147828139026,0.061741724318323796,-0.24589638882216347,0.11397624357165625
CY,2022,G47,83.56666666666666,26616.4,CLV10_MEUR,Total retail,24477.4,4.4251493146299055,1.922033079238554,0.15659469597845868,0.6351917821424355,0.06476959014652794,0.08738673225097426
CY,2023,G47,89.60000000000001,27580.0,CLV10_MEUR,Total retail,26616.4,4.440594261839831,1.9523080096621253,0.39592992043088027,0.8935258053866213,0.07219784603111301,0.03620324311326839
CY,2024,G47,63.825,28666.9,CLV10_MEUR,Total retail,27580.0,4.457380731464604,1.804990823476288,-0.6265339597229024,1.1849156454282426,-0.2876674107142857,0.03940899202320525
CY,2025,G47,69.45,29748.6,CLV10_MEUR,Total retail,28666.9,4.47346653219629,1.8416722500736344,-0.4033968374778965,1.4749114039828661,0.08813160987074031,0.03773341379779449
CZ,2016,G47,75.7875,177253.0,CLV10_MEUR,Total retail,,5.248593594334202,1.8795975812430228,-0.15199567974852357,-1.7990050989079818,,
CZ,2017,G47,81.6875,186423.3,CLV10_MEUR,Total retail,177253.0,5.270500191435557,1.9121556049246196,0.082050368472905,-0.8073537987207151,0.07784924954642913,0.051735654685675314
CZ,2018,G47,71.18333333333334,191699.7,CLV10_MEUR,Total retail,186423.3,5.282621433230454,1.8523783210431803,-0.33463754647499094,-0.23677825372130143,-0.1285896454985973,0.02830332903666033
CZ,2019,G47,74.51666666666667,198535.3,CLV10_MEUR,Total retail,191699.7,5.297837736450389,1.872253419484388,-0.20240814070017285,0.5024049384927008,0.04682744088035573,0.035657854446303094
CZ,2020,G47,108.6,188003.2,CLV10_MEUR,Total retail,198535.3,5.274165241447268,2.035829825252828,1.1496375333473439,-0.6365077098069514,0.4573920823082085,-0.05304900438360316
CZ,2021,G47,78.89999999999999,195577.9,CLV10_MEUR,Total retail,188003.2,5.291319778619762,1.8970770032094202,-0.028526472106287115,0.18259974616815092,-0.27348066298342544,0.04029027165495047
CZ,2022,G47,97.72,201146.3,CLV10_MEUR,Total retail,195577.9,5.303512048319848,1.989983458301399,0.7180407528983372,0.7847513769722442,0.23852978453738927,0.028471519532626166
CZ,2023,G47,94.9,201242.0,CLV10_MEUR,Total retail,201146.3,5.303718624816738,1.9772662124272926,0.6061746756128412,0.7951001146828898,-0.028857961522717912,0.0004757731064404247
CZ,2024,G47,55.8,203760.2,CLV10_MEUR,Total retail,201242.0,5.30911935823576,1.7466341989375787,-0.9448762541257776,1.0674114135642339,-0.4120126448893573,0.012513292453861569
CZ,2025,G47,57.25,209018.2,CLV10_MEUR,Total retail,203760.2,5.320184103409802,1.7577754910119257,-0.8873564626137316,1.6359972326088292,0.025985663082437327,0.02580484314404874
CZ,2016,G476,66.10000000000001,177253.0,CLV10_MEUR,Discretionary,209018.2,5.248593594334202,1.8202014594856404,-0.48391281524241603,-1.7990050989079818,,-0.15197336882625534
CZ,2017,G476,72.03333333333335,186423.3,CLV10_MEUR,Discretionary,177253.0,5.270500191435557,1.857533512163579,-0.273379797788981,-0.8073537987207151,0.08976298537569338,0.051735654685675314
CZ,2018,G476,76.89999999999999,191699.7,CLV10_MEUR,Discretionary,186423.3,5.282621433230454,1.885926339801431,-0.1006954126867262,-0.23677825372130143,0.06756131420638556,0.02830332903666033
CZ,2019,G476,82.60000000000001,198535.3,CLV10_MEUR,Discretionary,191699.7,5.297837736450389,1.9169800473203822,0.10155821643988881,0.5024049384927008,0.07412223667100148,0.035657854446303094
CZ,2020,G476,108.8,188003.2,CLV10_MEUR,Discretionary,198535.3,5.274165241447268,2.036628895362161,1.03121524856573,-0.6365077098069514,0.31719128329297797,-0.05304900438360316
CZ,2021,G476,78.95,195577.9,CLV10_MEUR,Discretionary,188003.2,5.291319778619762,1.8973521343443132,-0.02795507238680307,0.18259974616815092,-0.27435661764705876,0.04029027165495047
CZ,2022,G476,96.26,201146.3,CLV10_MEUR,Discretionary,195577.9,5.303512048319848,1.9834458573413396,0.5862572644871786,0.7847513769722442,0.2192526915769475,0.028471519532626166
CZ,2023,G476,95.14,201242.0,CLV10_MEUR,Discretionary,201146.3,5.303718624816738,1.978363147083883,0.5465162005184402,0.7951001146828898,-0.011635154789112812,0.0004757731064404247
CZ,2024,G476,68.23333333333333,203760.2,CLV10_MEUR,Discretionary,201242.0,5.30911935823576,1.8339965879428433,-0.4082155505400577,1.0674114135642339,-0.2828112956345036,0.012513292453861569
CZ,2025,G476,54.0,209018.2,CLV10_MEUR,Discretionary,203760.2,5.320184103409802,1.7323937598229686,-0.9132582384761065,1.6359972326088292,-0.2085979482169028,0.02580484314404874
